amount_usd,amount_src,fee,exchange_rate_src_to_dest,new_device,location_mismatch,ip_risk_score,account_age_days,device_trust_score,chargeback_history(count),risk_score(internal),txn_velocity_1h,txn_velocity_24h,corridor_risk,transaction_year,home_country_CA,home_country_UK,home_country_US,source_currency_CAD,source_currency_GBP,source_currency_USD,dest_currency_CAD,dest_currency_CNY,dest_currency_EUR,dest_currency_GBP,dest_currency_INR,dest_currency_MXN,dest_currency_NGN,dest_currency_PHP,dest_currency_USD,channel_ATM,channel_mobile,channel_web,ip_country_CA,ip_country_UK,ip_country_UNKNOWN_MISMATCH,ip_country_US,kyc_tier_enhanced,kyc_tier_low,kyc_tier_standard,is_fraud
437.24,437.24,6.74,7.142857,0,0,0.291,298,0.336,0,0.166,0,0,0.0,2024,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
98.69,98.69,2.94,58.823529,0,0,0.385,263,0.522,0,0.223,0,0,0.1,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
229.4,229.4,4.17,0.925926,0,0,0.174,616,0.702,0,0.361,0,0,0.0,2024,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
406.28,406.28,7.65,1111.111111,0,0,0.417,147,0.551,0,0.391,0,0,0.25,2025,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
56.53,76.39,1.02,12.758621,0,0,0.308,824,0.607,0,0.282,0,0,0.0,2024,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
119.42,119.42,2.06,7.142857,0,0,0.274,298,0.336,0,0.166,0,1,0.0,2024,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
176.27,238.21,5.3,0.685185,0,0,0.301,947,0.625,0,0.268,0,0,0.0,2024,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
302.1,241.68,4.53,21.551724,0,1,0.454,4,0.892,0,0.407,0,0,0.0,2024,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
14.67,19.83,1.09,0.74,0,0,0.115,615,0.515,0,0.355,0,0,0.0,2024,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0
349.83,349.83,5.93,0.8,1,0,0.208,298,0.186,0,0.166,0,0,0.0,2024,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
72.07,72.07,1.52,7.142857,0,1,0.622,367,0.939,0,0.176,0,0,0.0,2024,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
163.51,163.51,4.15,58.823529,0,0,0.205,298,0.336,0,0.166,6,6,0.1,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
87.51,87.51,1.87,1.0,0,0,0.145,263,0.522,0,0.223,0,0,0.0,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
106.14,106.14,2.76,83.333333,0,0,0.138,147,0.551,0,0.391,0,0,0.0,2024,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
144.88,144.88,3.17,1111.111111,0,0,0.199,298,0.336,0,0.166,0,0,0.25,2024,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
48.35,65.33,2.93,0.74,0,0,0.309,947,0.625,0,0.268,0,0,0.0,2024,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
111.36,111.36,2.14,58.823529,0,0,0.181,263,0.522,0,0.223,0,0,0.1,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
246.99,197.59,3.09,8.928571,0,0,0.308,718,0.953,0,0.169,0,0,0.0,2024,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
166.73,166.73,2.86,0.8,0,1,0.52,263,0.522,0,0.223,0,0,0.0,2024,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
268.16,268.16,4.59,83.333333,1,0,0.258,147,0.401,0,0.391,0,1,0.0,2024,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
412.2,557.03,9.65,0.74,0,0,0.26,615,0.515,0,0.355,7,7,0.0,2024,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1
651.84,651.84,10.37,7.142857,0,0,0.108,298,0.336,0,0.166,0,0,0.0,2024,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
392.64,392.64,6.82,7.142857,0,0,0.24,1018,0.934,0,0.087,0,0,0.0,2024,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
144.48,115.58,1.94,73.529412,0,0,0.232,4,0.892,0,0.407,0,0,0.0,2024,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
85.0,68.0,2.17,73.529412,0,0,0.214,684,0.833,0,0.241,0,1,0.0,2024,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
94.89,94.89,1.93,0.8,0,0,0.337,1016,0.944,0,0.247,0,0,0.0,2024,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
127.0,101.6,3.23,104.166667,0,0,0.263,718,0.953,0,0.169,0,0,0.0,2024,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
174.33,174.33,3.74,1.0,0,1,0.262,298,0.336,0,0.166,0,0,0.0,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
78.39,78.39,2.57,1.351351,0,0,0.51,1016,0.944,0,0.247,0,0,0.0,2024,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
415.58,415.58,7.24,0.925926,0,1,0.501,298,0.336,0,0.166,0,0,0.0,2024,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
304.38,304.38,5.57,17.241379,0,0,0.394,298,0.336,0,0.166,0,0,0.2,2024,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
86.65,86.65,1.66,1.351351,0,0,0.305,257,0.894,0,0.257,0,0,0.0,2024,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
501.53,501.53,8.42,58.823529,0,0,0.364,257,0.894,0,0.257,0,0,0.1,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0
90.31,90.31,2.66,58.823529,0,0,0.128,257,0.894,0,0.257,8,8,0.1,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0
86.43,86.43,2.29,58.823529,0,0,0.262,263,0.522,0,0.223,0,0,0.1,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0
302.48,241.98,4.12,1388.888889,0,0,0.364,4,0.892,0,0.407,0,0,0.22,2024,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
560.84,560.84,9.28,83.333333,0,0,0.354,263,0.522,0,0.223,0,0,0.0,2024,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
167.4,167.4,4.37,1111.111111,0,0,0.627,1016,0.944,0,0.247,1,1,0.25,2024,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
204.94,163.95,2.71,21.551724,0,0,0.174,718,0.953,0,0.169,0,0,0.0,2024,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
140.22,140.22,3.1,1.351351,1,0,0.578,263,0.522,0,0.223,0,1,0.0,2024,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
181.77,181.77,3.69,7.142857,0,0,0.709,263,0.522,0,0.223,0,0,0.0,2024,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
231.87,231.87,4.48,58.823529,0,0,0.923,298,0.336,0,0.166,0,0,0.1,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0
110.82,88.66,2.03,1388.888889,0,0,0.081,4,0.892,0,0.407,0,0,0.22,2024,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
425.7,425.7,7.31,1111.111111,0,0,0.388,367,0.939,0,0.176,0,0,0.25,2024,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0
17.15,17.15,1.24,7.142857,0,0,0.062,298,0.336,0,0.166,0,0,0.0,2024,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
166.24,166.24,2.86,1.0,0,0,0.218,147,0.551,0,0.391,0,1,0.0,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
267.96,267.96,5.05,58.823529,0,0,0.203,298,0.336,0,0.166,4,4,0.1,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
857.09,857.09,14.03,0.925926,0,0,0.338,257,0.894,0,0.257,0,0,0.0,2024,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
53.04,53.04,1.81,17.241379,0,0,0.256,298,0.336,0,0.166,0,0,0.2,2025,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
216.96,216.96,4.28,17.241379,0,0,0.606,147,0.551,0,0.391,0,0,0.2,2024,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
99.96,99.96,2.66,1111.111111,0,0,0.94,298,0.336,0,0.166,0,0,0.25,2024,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
364.56,364.56,6.19,83.333333,0,0,0.114,1016,0.944,0,0.247,8,8,0.0,2024,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
109.49,109.49,2.57,1.0,0,0,0.421,263,0.522,0,0.223,0,0,0.0,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0
144.88,144.88,4.0,1.351351,0,0,0.388,1018,0.934,0,0.087,0,0,0.0,2024,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
542.21,542.21,7.91,1.351351,0,0,0.107,1058,0.923,0,0.139,0,0,0.0,2024,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
96.36,130.21,2.71,0.592,0,0,0.418,947,0.625,0,0.268,0,0,0.0,2024,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
42.99,58.1,1.87,43.529412,0,0,0.214,272,0.792,0,0.048,0,0,0.0,2024,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
9991.78,9991.78,150.79,1.351351,0,0,0.147,298,0.336,0,0.166,0,0,0.0,2024,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
121.08,121.08,2.61,83.333333,0,0,0.819,298,0.336,0,0.166,0,0,0.0,2024,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
205.42,205.42,4.08,0.925926,0,0,0.218,298,0.336,0,0.166,0,0,0.0,2024,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
270.0,216.0,4.26,104.166667,0,0,0.301,4,0.892,0,0.407,0,0,0.0,2024,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1
43.52,43.52,2.19,83.333333,0,0,0.224,263,0.522,0,0.223,0,0,0.0,2024,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
277.63,277.63,4.61,58.823529,0,0,0.821,298,0.336,0,0.166,0,0,0.1,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
49.06,39.25,2.24,8.928571,0,0,0.681,4,0.892,0,0.407,0,0,0.0,2024,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
177.93,142.34,3.86,73.529412,0,0,0.394,4,0.892,0,0.407,6,6,0.0,2024,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
85.77,85.77,1.87,83.333333,1,0,0.352,1016,0.794,0,0.247,0,0,0.0,2024,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
252.6,252.6,5.98,0.8,0,0,0.24,263,0.522,0,0.223,0,0,0.0,2024,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
717.02,717.02,11.17,58.823529,0,0,0.558,257,0.894,0,0.257,0,0,0.1,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0
42.04,42.04,1.75,7.142857,0,0,0.158,263,0.522,0,0.223,0,0,0.0,2024,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
165.36,223.46,4.11,43.529412,0,0,0.278,947,0.625,0,0.268,0,0,0.0,2024,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
138.04,138.04,2.79,83.333333,0,0,0.184,1016,0.944,0,0.247,0,0,0.0,2024,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
63.02,63.02,2.06,1.0,1,0,0.397,298,0.186,0,0.166,0,0,0.0,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
88.31,88.31,2.84,1.351351,0,0,0.349,298,0.336,0,0.166,0,0,0.0,2024,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
162.52,162.52,3.61,7.142857,0,0,0.119,298,0.336,0,0.166,0,0,0.0,2024,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
112.79,112.79,2.49,1111.111111,0,0,0.517,263,0.522,0,0.223,0,0,0.25,2024,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
72.39,72.39,1.69,0.925926,0,0,0.995,298,0.336,0,0.166,0,0,0.0,2024,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
444.36,444.36,8.85,1.0,0,0,0.482,367,0.939,0,0.176,0,0,0.0,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0
186.36,186.36,4.51,0.8,0,0,0.03,367,0.939,0,0.176,0,0,0.0,2024,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
88.49,88.49,1.96,83.333333,0,0,0.046,298,0.336,0,0.166,0,0,0.0,2024,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
48.48,65.52,1.94,0.74,0,0,0.622,725,0.824,0,0.212,0,0,0.0,2024,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
88.13,70.5,1.07,1.25,0,1,0.483,4,0.892,0,0.407,0,0,0.0,2024,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
87.79,87.79,2.02,1111.111111,0,0,0.792,257,0.894,0,0.257,0,0,0.25,2024,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0
124.94,168.83,2.83,0.685185,0,0,0.247,824,0.607,0,0.282,0,0,0.0,2024,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
59.95,59.95,1.96,1.351351,0,0,0.423,263,0.522,0,0.223,0,0,0.0,2024,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
92.62,125.16,3.0,1.0,0,1,0.301,1041,0.867,0,0.245,0,0,0.0,2024,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
51.74,69.92,1.54,0.685185,0,1,0.352,725,0.824,0,0.212,0,0,0.0,2024,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
50.82,40.66,2.25,1388.888889,0,0,0.172,4,0.892,0,0.407,0,0,0.22,2024,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
293.45,293.45,6.49,7.142857,0,0,0.431,298,0.336,0,0.166,0,0,0.0,2024,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
393.82,532.19,8.99,0.685185,0,0,1.2,1041,0.867,0,0.245,-1,0,0.0,2024,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
147.04,117.63,2.72,1.689189,0,0,0.404,4,0.892,0,0.407,0,1,0.0,2024,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
108.84,87.07,2.02,8.928571,0,0,0.312,4,0.892,0,0.407,0,0,0.0,2024,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
150.07,120.06,3.63,1388.888889,0,0,0.323,4,0.892,0,0.407,0,0,0.22,2024,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
287.08,229.66,3.83,8.928571,0,0,0.262,4,0.892,0,0.407,0,0,0.0,2024,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
157.14,157.14,2.84,58.823529,0,0,0.277,263,0.522,0,0.223,5,5,0.1,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
89.94,89.94,2.64,0.925926,0,0,0.409,298,0.336,0,0.166,0,0,0.0,2024,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
204.4,204.4,4.33,1.0,0,0,0.136,367,0.939,0,0.176,0,0,0.0,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0
512.73,512.73,8.33,1.0,0,0,0.422,263,0.522,0,0.223,0,0,0.0,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
85.23,115.17,2.48,1.0,0,0,0.447,947,0.625,0,0.268,0,0,0.0,2024,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
162.26,162.26,3.05,58.823529,0,0,0.135,1018,0.934,0,0.087,0,0,0.1,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0
31.53,-31.53,1.47,58.823529,0,0,1.2,147,0.551,0,0.391,-1,0,0.1,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
47.53,64.23,2.07,0.685185,0,0,0.81,947,0.625,0,0.268,0,0,0.0,2024,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
120.04,120.04,2.4,1.351351,0,0,0.278,1018,0.934,0,0.087,0,0,0.0,2024,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
288.13,288.13,5.73,7.142857,0,1,0.859,298,0.336,0,0.166,0,0,0.0,2024,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
144.24,194.92,4.27,12.758621,0,0,0.131,824,0.607,0,0.282,0,0,0.0,2024,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
147.74,147.74,3.5,1.0,0,0,0.153,1018,0.934,0,0.087,0,0,0.0,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
133.36,133.36,3.12,1.0,0,0,0.317,298,0.336,0,0.166,0,0,0.0,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
74.89,101.2,2.17,0.685185,0,0,0.195,615,0.515,0,0.355,0,0,0.0,2024,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
40.18,40.18,1.67,83.333333,0,0,0.228,34,0.427,0,0.068,0,0,0.0,2024,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
78.63,78.63,2.27,17.241379,0,0,0.969,1018,0.934,0,0.087,0,0,0.2,2024,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
59.3,47.44,1.95,73.529412,0,0,0.439,4,0.892,0,0.407,0,0,0.0,2024,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
118.44,94.75,2.42,104.166667,0,0,0.187,684,0.833,0,0.241,0,0,0.0,2024,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
82.03,82.03,2.08,58.823529,0,0,0.074,298,0.336,0,0.166,0,0,0.1,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
33.76,33.76,2.38,83.333333,0,0,0.397,1016,0.944,0,0.247,0,0,0.0,2024,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
194.57,194.57,4.34,83.333333,0,0,0.179,298,0.336,0,0.166,0,0,0.0,2024,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
151.9,151.9,3.05,1.0,0,0,0.166,367,0.939,0,0.176,0,0,0.0,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
166.5,166.5,3.7,0.925926,0,0,0.246,257,0.894,0,0.257,0,0,0.0,2024,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
109.54,109.54,1.97,1111.111111,0,0,0.363,367,0.939,0,0.176,0,0,0.25,2024,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
322.46,322.46,5.92,0.8,0,0,0.383,367,0.939,0,0.176,0,0,0.0,2024,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
108.68,108.68,2.7,1111.111111,0,0,0.44,1018,0.934,0,0.087,0,0,0.25,2024,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
326.62,326.62,5.51,1.351351,0,0,0.385,263,0.522,0,0.223,0,0,0.0,2024,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
261.8,209.44,4.43,1388.888889,0,1,0.583,4,0.892,0,0.407,0,0,0.22,2024,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
71.54,71.54,2.04,0.8,0,0,0.129,263,0.522,0,0.223,0,0,0.0,2024,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
303.67,303.67,6.33,17.241379,0,0,0.161,1016,0.944,0,0.247,0,0,0.2,2024,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
514.64,514.64,8.54,1111.111111,0,1,0.33,147,0.551,0,0.391,0,0,0.25,2024,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
167.83,134.26,3.19,104.166667,0,0,0.574,718,0.953,0,0.169,0,0,0.0,2024,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
81.76,81.76,1.56,1111.111111,0,0,0.455,298,0.336,0,0.166,0,0,0.25,2024,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
68.61,68.61,1.83,1111.111111,0,0,0.105,263,0.522,0,0.223,0,0,0.25,2024,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
73.1,73.1,2.82,58.823529,0,1,0.243,1018,0.934,0,0.087,0,1,0.1,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
327.76,327.76,6.21,0.8,0,1,0.441,367,0.939,0,0.176,0,0,0.0,2024,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
456.98,617.54,10.27,0.74,0,0,1.2,172,0.881,0,0.199,-1,0,0.0,2024,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0
274.75,371.29,7.22,5.285714,0,0,0.045,172,0.881,0,0.199,8,9,0.0,2024,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
67.69,67.69,2.59,17.241379,1,0,0.562,257,0.744,0,0.257,0,0,0.2,2024,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
73.31,99.06,2.32,0.685185,0,0,0.102,947,0.625,0,0.268,8,8,0.0,2024,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
103.91,103.91,3.24,1111.111111,0,0,0.055,1018,0.934,0,0.087,0,0,0.25,2024,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
116.88,116.88,2.71,58.823529,0,0,0.246,257,0.894,0,0.257,0,0,0.1,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0
79.71,79.71,2.01,17.241379,0,0,0.305,367,0.939,0,0.176,0,0,0.2,2024,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0
